book,page,img,panel_area,panel_width,panel_length,balloon_to_panel_ratio,detected_chars,character_model_confidence,balloon_model_confidence,detected_balloon_numbers,associated_balloon_numbers,associated_characters,text
T_19,22,ROI_343.png,287205,467,615,0.101,"['haddock', 'snowy', 'tintin']","[0.961, 0.884, 0.845]",[0.951],1,['1'],{0: 'tintin'},"['quick, we must find some- where to hide! ']"
T_19,22,ROI_344.png,487872,792,616,0.042,[],['NONE'],[0.963],1,[],{0: 'NaN'},"[""who's ""]"
T_19,23,ROI_346.png,245385,399,615,0.363,[],['NONE'],[0.931],1,[],{0: 'NaN'},"[""What do you mean : who's that? I'm asking your. What's the idea, waking people up at this hour? ""]"
T_19,23,ROI_347.png,245385,399,615,0.41,[],['NONE'],"[0.95, 0.814]",2,[],"{0: 'NaN', 1: 'NaN'}","[""A light sleeper. what a nerve. After all the row you've been making! "", ""We can't help it if you're a light sleeper. ""]"
T_19,23,ROI_348.png,251944,409,616,0.477,[],['NONE'],"[0.957, 0.917]",2,[],"{0: 'NaN', 1: 'NaN'}","[""oh, go to the devil. ' "", ""well, Next time we'll walk on our hands, waking the most noble. Dom Oliveira! ""]"
T_19,23,ROI_349.png,367115,595,617,0.26,[],['NONE'],"[0.909, 0.885, 0.859]",3,[],"{0: 'NaN', 1: 'NaN', 2: 'NaN'}","['Ho"" ho! ho! ', 'He! he! he! ', ""Just listen to that There's one we haven't anyway. What a din! Hai' ha'ha! ha! ""]"
T_19,23,ROI_350.png,341441,557,613,0.348,['tintin'],[0.798],"[0.949, 0.657]",2,['1'],"{0: 'tintin', 1: 'NaN'}","[""Whew! They've come on, Cap- ill that gave me. a fright! stop snor- ing for goodness sake! "", 'reward tin. ']"
T_19,23,ROI_351.png,76954,353,218,0.0,[],['NONE'],[],0,[],{},[]
T_19,23,ROI_353.png,269720,440,613,0.35,"['haddock', 'tintin']","[0.957, 0.891]","[0.943, 0.919]",2,['1'],"{0: 'tintin', 1: 'NaN'}","[""open the door, Senhor Oliveira! It's Tintin! Please open up!. "", 'By the board of your prophet, will you go away me sleep! ']"
T_19,23,ROI_354.png,281520,460,612,0.145,"['haddock', 'tintin']","[0.905, 0.746]",[0.942],1,[],{0: 'NaN'},['tintin. you here come quickly! ']
T_19,23,ROI_359.png,131688,354,372,0.197,[],['NONE'],"[0.84, 0.73]",2,[],"{0: 'NaN', 1: 'NaN'}","['again. ', 'again. ']"
T_19,23,ROI_373.png,345015,561,615,0.376,"['tintin', 'haddock']","[0.926, 0.907]","[0.884, 0.874, 0.791]",3,['2'],"{0: 'NaN', 1: 'haddock', 2: 'NaN'}","['What are you doing here? a price on your head? ', 'goodnight, everybody. ', ""know. I've just seen the poster. ""]"
T_19,23,ROI_374.png,289665,471,615,0.335,['tintin'],[0.866],"[0.95, 0.933, 0.912]",3,['3'],"{0: 'NaN', 1: 'NaN', 2: 'tintin'}","[""It's incredible!.... Fantastic! can't believe it! But first of all : I'm sure you must be hungry? "", 'zz2 zzz ', 'rather. ']"
T_19,23,ROI_375.png,198645,323,615,0.286,['haddock'],[0.939],"[0.939, 0.883]",2,['1'],"{0: 'haddock', 1: 'NaN'}","['err. a drop of your wine would save our lives. ', 'Thinsty, too? ']"
T_19,23,ROI_376.png,283360,460,616,0.267,"['haddock', 'tintin']","[0.888, 0.752]","[0.932, 0.807]",2,['2'],"{0: 'NaN', 1: 'tintin'}","[""Now then, tell me what you're doing in khemed "", ""It's like this ""]"
T_19,23,ROI_377.png,73800,246,300,0.244,[],['NONE'],[0.899],1,[],{0: 'NaN'},['and so abdullah. ']
T_19,23,ROI_378.png,74100,247,300,0.252,[],['NONE'],[0.911],1,[],{0: 'NaN'},['aircraft. for sale. ']
T_19,23,ROI_379.png,424080,684,620,0.251,"['haddock', 'tintin']","[0.783, 0.757]","[0.944, 0.905]",2,['2'],"{0: 'NaN', 1: 'haddock'}","[""It was wise of you. now, I'll situation in Khomed you up to date on the six. months ago "", 'zzz zziz zz2 ']"
T_19,23,ROI_380.png,389958,631,618,0.17,['haddock'],[0.94],"[0.869, 0.869]",2,"['1', '2']","{0: 'haddock', 1: 'haddock'}","['bl ', 'action stations ']"
T_19,23,ROI_381.png,73853,247,299,0.258,[],['NONE'],[0.866],1,[],{0: 'NaN'},['letter from the ']
T_19,23,ROI_382.png,73904,248,298,0.31,[],['NONE'],[0.866],1,[],{0: 'NaN'},['flew to wades dan. ']
T_19,24,ROI_384.png,385632,624,618,0.24,"['haddock', 'tintin']","[0.971, 0.795]","[0.915, 0.768]",2,"['1', '2']","{0: 'haddock', 1: 'tintin'}","['What was that? forgive me. l was dreaming. A nightmare. pirates ', 'otherwell. ']"
T_19,24,ROI_385.png,266295,433,615,0.249,['haddock'],[0.934],"[0.932, 0.913]",2,['2'],"{0: 'NaN', 1: 'haddock'}","['good idea. ', ""I'll light up. That'll ime to stay awake. ""]"
T_19,24,ROI_386.png,476324,772,617,0.49,"['haddock', 'tintin']","[0.925, 0.864]",[0.668],1,['1'],{0: 'tintin'},"['where was I? Oh yes.. il became an important link in the air-route to Mecca. Then, a few weeks ago, that trouble blew up between Arabiair and the Emir. The situation deteriorate ']"
T_19,24,ROI_387.png,368984,599,616,0.484,['haddock'],[0.946],[0.719],1,[],{0: 'NaN'},"['As if by chance, trouble flared up all over the country, and Sheik Bab El Ehr took com mand of the rebels. These rebels were su reported by a powerful air force which, so to speak, came The rebels marched on Wadesdah, and seized power. ']"
T_19,24,ROI_388.png,376380,612,615,0.481,['haddock'],[0.782],"[0.752, 0.698]",2,[],"{0: 'NaN', 1: 'NaN'}","[""er I've no idea at all. "", ""It all puzzles me, Senhor Oliveira. You see, the rebel Mosquitoes and the Arabiair DC 3's came from the same source. And I'd like to know what touched off the dispute arabair. ""]"
T_19,24,ROI_389.png,377610,614,615,0.273,['tintin'],[0.955],[0.956],1,[],{0: 'NaN'},"['He had to flee. He took refuge in the Jebel with Patrash Pasha, whose fierce tribesmen remained ']"
T_19,24,ROI_390.png,365392,656,557,0.145,[],['NONE'],[0.88],1,[],{0: 'NaN'},['ezijism. HAAAAY. ']
T_19,24,ROI_391.png,383904,688,558,0.028,['tintin'],[0.836],[0.86],1,['1'],{0: 'tintin'},['!']
T_19,24,ROI_392.png,270556,484,559,0.332,"['tintin', 'haddock']","[0.926, 0.914]","[0.935, 0.925]",2,"['1', '2']","{0: 'haddock', 1: 'tintin'}","['what what. what happened? ', 'your pipe, Captain. It set fire to your beard. ']"
T_19,24,ROI_393.png,280060,418,670,0.389,"['haddock', 'tintin']","[0.962, 0.893]","[0.954, 0.913]",2,['2'],"{0: 'NaN', 1: 'tintin'}","[""come. it's time for sleep tomorrow we will find some way For you to leave the city, and join the Emir. "", 'yes ']"
T_19,24,ROI_394.png,291684,436,669,0.211,['tintin'],[0.74],"[0.878, 0.811]",2,[],"{0: 'NaN', 1: 'NaN'}","[""d'you. see, there? A' patrol coming "", 'I know. keep calm ']"
T_19,24,ROI_395.png,648261,969,669,0.038,[],['NONE'],"[0.868, 0.691]",2,[],"{0: 'NaN', 1: 'NaN'}","['ten thou. ', 'UNKNOWN']"
T_19,25,ROI_397.png,431424,642,672,0.0,[],['NONE'],[],0,[],{},[]
T_19,25,ROI_398.png,399516,591,676,0.0,[],['NONE'],[],0,[],{},[]
T_19,25,ROI_399.png,402896,596,676,0.12,[],['NONE'],"[0.881, 0.855, 0.812]",3,[],"{0: 'NaN', 1: 'NaN', 2: 'NaN'}","['Ho""ho""ho! ho! ', ""He'll he'll he! he! "", 'Ha""\'ha! hal hal. ']"
T_19,25,ROI_400.png,177786,306,581,0.176,[],['NONE'],"[0.923, 0.859]",2,[],"{0: 'NaN', 1: 'NaN'}","['0000 H..... ', 'terrific! ']"
T_19,25,ROI_401.png,252300,435,580,0.09,[],['NONE'],[0.824],1,[],{0: 'NaN'},"['well? What about that, eh? ']"
T_19,25,ROI_402.png,270393,467,579,0.163,[],['NONE'],"[0.955, 0.721]",2,[],"{0: 'NaN', 1: 'NaN'}","['quiet, Snowy, quiet! ', 'wooah! wooah! ']"
T_19,25,ROI_403.png,346821,599,579,0.345,[],['NONE'],"[0.921, 0.771]",2,[],"{0: 'NaN', 1: 'NaN'}","['yes lucky for us. we had all day. yesterday to practice. poor senior oliveira! ', 'That was a close shave, captain. ']"
T_19,25,ROI_404.png,446823,741,603,0.129,[],['NONE'],[0.663],1,[],{0: 'NaN'},"[""Pitchers? so sorry, ma'am. my stock is completely exhausted. ""]"
T_19,25,ROI_405.png,272253,453,601,0.356,[],['NONE'],"[0.935, 0.884]",2,[],"{0: 'NaN', 1: 'NaN'}","[""And there's the it, he promi sed us theire'd become about at this hour! "", ""good! now we're out of the city. ""]"
T_19,25,ROI_406.png,379231,631,601,0.0,[],['NONE'],[],0,[],{},[]
T_19,25,ROI_407.png,382522,623,614,0.098,[],['NONE'],"[0.935, 0.88]",2,[],"{0: 'NaN', 1: 'NaN'}","['?', 'LS SSLONI up fast ']"
T_19,25,ROI_408.png,360418,587,614,0.235,[],['NONE'],"[0.885, 0.879]",2,[],"{0: 'NaN', 1: 'NaN'}","['?', 'tunied exclusive. Liril itsa ']"
T_19,25,ROI_409.png,380688,618,616,0.119,[],['NONE'],"[0.798, 0.691]",2,[],"{0: 'NaN', 1: 'NaN'}","['!', 'UNKNOWN']"
T_19,26,ROI_411.png,343970,530,649,0.338,['snowy'],[0.824],"[0.943, 0.701]",2,"['1', '2']","{0: 'snowy', 1: 'snowy'}","[""why can't you talk English like everyone else, you fancy-dress Fatima?! What do you want, any way 2. "", 'wooah. ']"
T_19,26,ROI_412.png,304912,472,646,0.183,[],['NONE'],[0.95],1,[],{0: 'NaN'},['Billions of blue blistering barnacles! That old witch will raise the alarm ']
T_19,26,ROI_413.png,297806,461,646,0.442,[],['NONE'],"[0.907, 0.858]",2,[],"{0: 'NaN', 1: 'NaN'}","[""guide isn't And our here oliveira was quite definite that he'd wait near the well, with the horses. Now what is it, Snowy? "", 'wooah. wooah! ']"
T_19,26,ROI_414.png,224112,348,644,0.174,[],['NONE'],[0.891],1,[],{0: 'NaN'},['There he is I Fine! Back in the saddle again. ']
T_19,26,ROI_415.png,341012,641,532,0.164,[],['NONE'],[0.671],1,[],{0: 'NaN'},"['My stirrups, blistering barnacles! My stirrups. ']"
T_19,26,ROI_416.png,346032,648,534,0.0,['haddock'],[0.781],[],0,[],{},[]
T_19,26,ROI_417.png,286760,535,536,0.0,['haddock'],[0.788],[],0,[],{},[]
T_19,26,ROI_418.png,296112,597,496,0.0,[],['NONE'],[],0,[],{},[]
T_19,26,ROI_419.png,283140,572,495,0.0,[],['NONE'],[],0,[],{},[]
T_19,26,ROI_420.png,323392,652,496,0.0,['haddock'],[0.904],[],0,[],{},[]
T_19,26,ROI_421.png,438256,559,784,0.602,[],['NONE'],[0.878],1,[],{0: 'NaN'},"[""Hello, Colonel this is Mull Pasha at Sheik Ehr's headquarters. order your mosquitoes to take off immediately. helloz to wipe out a party of threehorsemen who have left. Wadesdale, heading for the Jebel good already. on the way. hello?. they are partisans. of Ben Kalish Ezab. Yes, wipe them out. ""]"
T_19,26,ROI_422.png,224580,591,380,0.0,[],['NONE'],[],0,[],{},[]
T_19,26,ROI_423.png,528192,672,786,0.044,[],['NONE'],[0.775],1,[],{0: 'NaN'},['there they are!... Fire!. ']
T_19,26,ROI_424.png,229878,594,387,0.0,[],['NONE'],[],0,[],{},[]
T_19,27,ROI_426.png,705231,1143,617,0.0,[],['NONE'],[],0,[],{},[]
T_19,27,ROI_427.png,432870,705,614,0.142,[],['NONE'],[0.686],1,[],{0: 'NaN'},['oh! listen! somewhere in the desert. ']
T_19,27,ROI_428.png,304544,496,614,0.136,[],['NONE'],[0.899],1,[],{0: 'NaN'},"[""our own aircraft! they. 're mad ""]"
T_19,27,ROI_429.png,328107,537,611,0.2,[],['NONE'],[0.944],1,[],{0: 'NaN'},['hello Black Panther calling. first mission accomplished the two armoured cars in flames. ']
T_19,27,ROI_430.png,229125,375,611,0.527,[],['NONE'],[0.927],1,[],{0: 'NaN'},"['hello, yes. ah mission "" accomplished. excellent. two armoured cars destroyed? Congratulations, Colonel Achmed. Real aces, your pilots! ']"
T_19,27,ROI_431.png,243789,399,611,0.202,[],['NONE'],[0.911],1,[],{0: 'NaN'},['The armoured. what?. ']
T_19,27,ROI_432.png,202704,328,618,0.496,[],['NONE'],[0.885],1,[],{0: 'NaN'},"[""quick, put me back to Colonel achmed. ah, I think l understood. you didn't say that the armoured cars ""]"
T_19,27,ROI_433.png,189419,307,617,0.455,[],['NONE'],[0.926],1,[],{0: 'NaN'},"[""were destroyed. yes, just as you ordered. I've already passed on your con gratulations to paridon? ""]"
T_19,27,ROI_434.png,240172,388,619,0.354,[],['NONE'],[0.929],1,[],{0: 'NaN'},['What? I ordered you bungling wiped out! Only the horse- men. were to be ']
T_19,27,ROI_435.png,185717,301,617,0.351,[],['NONE'],[0.922],1,[],{0: 'NaN'},['military tribunal Court-martial dismissed reduced to the ranks. ']
T_19,27,ROI_436.png,284898,461,618,0.167,[],['NONE'],[0.871],1,[],{0: 'NaN'},"['wouldn\'t surprised if "" re looking for us. ']"
T_19,27,ROI_437.png,287028,469,612,0.194,['haddock'],[0.915],[0.945],1,[],{0: 'NaN'},"[""Whew! They've gone Into the saddle : we've a long way to go. ""]"
T_19,27,ROI_438.png,215683,353,611,0.0,[],['NONE'],[],0,[],{},[]
T_19,27,ROI_439.png,165240,270,612,0.206,[],['NONE'],"[0.919, 0.623]",2,[],"{0: 'NaN', 1: 'NaN'}","['222. .2ZZ ', 'nest day. at dawn. ']"
T_19,27,ROI_440.png,440955,717,615,0.081,[],['NONE'],[0.666],1,[],{0: 'NaN'},['careful! every man. pick his target ']
T_19,28,ROI_442.png,409688,664,617,0.027,['haddock'],[0.895],[0.848],1,['1'],{0: 'haddock'},['2 2 2 2 ']
T_19,28,ROI_443.png,125433,543,231,0.0,[],['NONE'],[],0,[],{},[]
T_19,28,ROI_444.png,379452,618,614,0.11,['haddock'],[0.933],[0.695],1,[],{0: 'NaN'},['friends? We will soon sell. Give the password ']
T_19,28,ROI_445.png,199648,544,367,0.0,[],['NONE'],[],0,[],{},[]
T_19,28,ROI_446.png,287330,590,487,0.32,[],['NONE'],"[0.795, 0.729]",2,[],"{0: 'NaN', 1: 'NaN'}","['good. come forward. Who are these strangers? ', ""The camel's bark. er, no. dogs bark and the camels pass. ""]"
T_19,28,ROI_447.png,296216,607,488,0.333,['tintin'],[0.836],"[0.869, 0.633]",2,['1'],"{0: 'tintin', 1: 'NaN'}","['That is good. We will take them before him. ', 'Friends of Ben Kalish Ezab. they ']"
T_19,28,ROI_448.png,308210,629,490,0.0,['haddock'],[0.844],[],0,[],{},[]
T_19,28,ROI_449.png,627141,447,1403,0.264,[],['NONE'],"[0.85, 0.814]",2,[],"{0: 'NaN', 1: 'NaN'}","[""Nonsense! They couldn't possibly. still, we'll soon find out. "", ""these holes in the rock? Yes, I noticed them. they look like windows. It wouldn't surprise me if there were people living inside. ""]"
T_19,28,ROI_450.png,239041,701,341,0.145,['haddock'],[0.906],[0.664],1,['1'],{0: 'haddock'},"[""Living in there! That's a ""]"
T_19,28,ROI_451.png,952680,680,1401,0.0,[],['NONE'],[],0,[],{},[]
T_19,28,ROI_452.png,190672,701,272,0.0,['snowy'],[0.757],[],0,[],{},[]
T_19,28,ROI_453.png,256566,701,366,0.19,[],['NONE'],"[0.883, 0.659]",2,[],"{0: 'NaN', 1: 'NaN'}","[""beg pardon, ma'am! "", 'relationship in efforts ; mini ']"
T_19,28,ROI_454.png,262174,701,374,0.173,"['haddock', 'tintin']","[0.959, 0.888]","[0.946, 0.92]",2,"['1', '2']","{0: 'haddock', 1: 'tintin'}","['All right. people do live there. ', 'oh, look there! ']"
T_19,29,ROI_456.png,438162,709,618,0.19,['haddock'],[0.862],"[0.711, 0.613]",2,['2'],"{0: 'NaN', 1: 'haddock'}","['we have ', 'Thundering typhoons. a roman. temple, hewn from the rock incredible! ']"
T_19,29,ROI_457.png,319800,520,615,0.194,['snowy'],[0.881],[0.94],1,['1'],{0: 'snowy'},['How stupendous city. carved out of the mountain. ']
T_19,29,ROI_458.png,368385,599,615,0.138,"['tintin', 'snowy']","[0.926, 0.872]",[0.777],1,[],{0: 'NaN'},['tintin. captain. you here? It is unbelievable! ']
T_19,29,ROI_459.png,305100,540,565,0.441,"['haddock', 'tintin']","[0.965, 0.922]","[0.941, 0.746]",2,['1'],"{0: 'tintin', 1: 'NaN'}","['ah, yes We left him at marlinspike. your High- ness. But rest assured he is in good ', 'and my son? My own little treasure? My precious darling where is he? ']"
T_19,29,ROI_460.png,204369,363,563,0.326,[],['NONE'],[0.941],1,[],{0: 'NaN'},"[""Poor little lamb! How sad he must so far from his Papa. ' ""]"
T_19,29,ROI_461.png,343893,613,561,0.342,[],['NONE'],[0.736],1,[],{0: 'NaN'},"[""And now I'll leave you tied to the palm tree, so the crocodiles can come and eat you hatha's fun. aren't nestor? we, ""]"
T_19,29,ROI_462.png,168300,300,561,0.257,[],['NONE'],[0.92],1,[],{0: 'NaN'},"[""confounded one's coming. They'll set me free. ""]"
T_19,29,ROI_463.png,418943,679,617,0.268,[],['NONE'],"[0.931, 0.705]",2,[],"{0: 'NaN', 1: 'NaN'}","['mmm. mmm! ', ""ah nestor, il was looking for you. could you give me a hand? It's nothing much : simply give me little push. a ""]"
T_19,29,ROI_464.png,311585,505,617,0.513,['calculus'],[0.922],"[0.892, 0.886]",2,['1'],"{0: 'calculus', 1: 'NaN'}","[""It's to test the new steer- ing mechanism I've fit- ted to my roller-skates. quite simple, really. they use the same principle for steering model cars. "", 'mmm! ']"
T_19,29,ROI_465.png,398660,643,620,0.343,['calculus'],[0.903],"[0.9, 0.86]",2,['2'],"{0: 'NaN', 1: 'calculus'}","['mmm. mumm "" ; ', 'For instance, at the moment, my to the left. If someone were to push me now l should turn round more. spot. ']"
T_19,29,ROI_466.png,835164,1254,666,0.0,['calculus'],[0.848],[],0,[],{},[]
T_19,29,ROI_467.png,394788,591,668,0.33,"['haddock', 'tintin']","[0.944, 0.94]","[0.969, 0.932]",2,['2'],"{0: 'NaN', 1: 'haddock'}","[""But I'm quite sure that despite his sadness my cherub is a little ray of sunshine, bringing life and safety into your old home. "", 'Undoubtedly! ']"
T_19,30,ROI_469.png,328410,534,615,0.423,"['haddock', 'tintin']","[0.946, 0.928]",[0.95],1,[],{0: 'NaN'},"['And you, what brings you here? Come along in and sit down. you must and you. 11 certainly be hungry and thirsty. I will have some refreshments brought to you ']"
T_19,30,ROI_470.png,501024,816,614,0.234,"['tintin', 'snowy', 'haddock']","[0.967, 0.814, 0.738]",[0.755],1,['1'],{0: 'haddock'},"['Arabair? The dogs!. they for their treachery. to establish a basic at Wadesdale, an import- ant link on the route to Mecca. ']"
T_19,30,ROI_471.png,295948,482,614,0.536,[],['NONE'],"[0.915, 0.661]",2,[],"{0: 'NaN', 1: 'NaN'}","['one day, about three months ago, my little Abdullah, my flawless a wish to see the Arabair planes loop loop a landing at Wadesdah. ', 'loop. the loop! 2 But Highness ']"
T_19,30,ROI_472.png,367067,593,619,0.527,"['tintin', 'haddock']","[0.925, 0.866]","[0.944, 0.834]",2,['1'],"{0: 'tintin', 1: 'NaN'}","['But Highness. ', ""not hing. simpler, don't you agree? And it would have given my lamblkin such pleasure well, instead of seizing this opportuni- ty of pleasing my little sugar- they refused on some trumped. up excuse. ""]"
T_19,30,ROI_473.png,551874,893,618,0.053,['snowy'],[0.883],"[0.818, 0.801, 0.763]",3,['2'],"{0: 'NaN', 1: 'snowy', 2: 'NaN'}","['what?. ', '?', 'grrrr. ']"
T_19,30,ROI_474.png,103704,348,298,0.0,[],['NONE'],[],0,[],{},[]
T_19,30,ROI_475.png,103704,348,298,0.0,[],['NONE'],[],0,[],{},[]
T_19,30,ROI_476.png,378221,617,613,0.448,['tintin'],[0.949],"[0.895, 0.804]",2,['1'],"{0: 'tintin', 1: 'NaN'}","['yes, go on ', 'slave. trading, no less. their planes touching down at Wadesdah on the way from Africa are always full to bursting with native Sudan Senegalese. These are Mohammedan "" converts, making their pilgrimage to Mecca. ']"
T_19,30,ROI_477.png,230580,630,366,0.609,['tintin'],[0.926],"[0.822, 0.717]",2,['1'],"{0: 'tintin', 1: 'NaN'}","[""But that's frightful! "", 'On the other hand, on the return journey their planes are mostly why? Because somewhere fortunate negroes are sold as slaves. ']"
T_19,30,ROI_478.png,359190,585,614,0.528,['tintin'],[0.964],[0.799],1,[],{0: 'NaN'},"[""er. yes. iget these jackals stirred up trouble in my country, thanks to their support, the accused Bab El Ehr power. but it. won't be for long throw him out, that mangy dog, that stinking hyena, that slimy serpent, that... ""]"
T_19,30,ROI_479.png,145068,628,231,0.0,[],['NONE'],[],0,[],{},[]
T_19,30,ROI_480.png,254810,415,614,0.205,['tintin'],[0.918],[0.928],1,[],{0: 'NaN'},"[""By Allah! Let us hope your dog hasn't gone near ayesha ""]"
T_19,30,ROI_481.png,410205,667,615,0.066,"['tintin', 'snowy']","[0.945, 0.842]","[0.954, 0.942]",2,['2'],"{0: 'NaN', 1: 'tintin', 2: 'NaN'}","['?', '!']"
T_19,30,ROI_482.png,462750,750,617,0.0,[],['NONE'],[],0,[],{},[]
T_19,31,ROI_484.png,563640,915,616,0.012,"['haddock', 'tintin']","[0.963, 0.719]",[0.731],1,['1'],{0: 'haddock'},['UNKNOWN']
T_19,31,ROI_485.png,573496,931,616,0.0,['snowy'],[0.786],[],0,[],{},[]
T_19,31,ROI_486.png,424888,692,614,0.0,[],['NONE'],[],0,[],{},[]
T_19,31,ROI_487.png,331020,540,613,0.0,[],['NONE'],[],0,[],{},[]
T_19,31,ROI_488.png,177295,601,295,0.132,[],['NONE'],[0.901],1,[],{0: 'NaN'},['achmed!. quick! ayeshal ']
T_19,31,ROI_489.png,179699,601,299,0.185,[],['NONE'],[0.792],1,[],{0: 'NaN'},['hello you here too? ']
T_19,31,ROI_490.png,462616,751,616,0.0,['tintin'],[0.807],[],0,[],{},[]
T_19,31,ROI_491.png,380685,619,615,0.391,"['tintin', 'haddock', 'snowy']","[0.924, 0.854, 0.797]","[0.946, 0.907]",2,['1'],"{0: 'tintin', 1: 'NaN'}","['grrrr.. ', 'Yes, a tame cheetah. But you see what happens when he is annoyed. and I am the same : The perfidious Bab to his cost! ']"
T_19,31,ROI_492.png,282285,459,615,0.355,[],['NONE'],"[0.922, 0.898]",2,[],"{0: 'NaN', 1: 'NaN'}","['Arabair belongs to di Gorgonzola? ', 'And that infamous di gorgonzola too, owner of Arabiair. ']"
T_19,31,ROI_493.png,384964,628,613,0.047,[],['NONE'],[0.883],1,[],{0: 'NaN'},"[""That's what hethinks! ""]"
T_19,31,ROI_494.png,353701,577,613,0.393,['tintin'],[0.942],"[0.953, 0.868]",2,['1'],"{0: 'tintin', 1: 'NaN'}","['yes, you are right. But what can we do to expose his dreadful traffic in slaves? ', ""He's an international crook ; he must be put out of harm's way. ""]"
T_19,31,ROI_495.png,382540,620,617,0.338,[],['NONE'],"[0.942, 0.744]",2,[],"{0: 'NaN', 1: 'NaN'}","['aha more and interesting more. ', 'Tell me, Your Highness. mecca. it? good. Is there any way of actually getting us there? ']"
T_19,32,ROI_497.png,374519,607,617,0.419,"['haddock', 'tintin']","[0.961, 0.921]","[0.951, 0.899]",2,['1'],"{0: 'tintin', 1: 'NaN'}","['Thank you, Highness. ', ""To Mecca? That's not easy at the moment. But if you will give me two or three days, r. will find means of putting you aboard a sailing-ship, which will take you there. ""]"
T_19,32,ROI_498.png,269808,438,616,0.13,[],['NONE'],[0.813],1,[],{0: 'NaN'},['aha This will please bab e. ehr. ']
T_19,32,ROI_499.png,490336,796,616,0.0,"['snowy', 'tintin', 'haddock']","[0.889, 0.875, 0.777]",[],0,[],{},[]
T_19,32,ROI_500.png,309456,504,614,0.138,"['haddock', 'tintin']","[0.955, 0.869]",[0.93],1,[],{0: 'NaN'},['Again? What has happened now? ']
T_19,32,ROI_501.png,498344,809,616,0.308,['tintin'],[0.783],"[0.757, 0.629]",2,[],"{0: 'NaN', 1: 'NaN'}","[""It is Ben Yussef, 0 Master Ayesha jumped on him. see, it will be at least three weeks before he is well. It seems that he trod on Ayesha's tail "", 'oh, poor creature ']"
T_19,32,ROI_502.png,320742,519,618,0.529,"['haddock', 'tintin']","[0.957, 0.921]",[0.91],1,[],{0: 'NaN'},"['There, everything is arranged. You leave tomorrow at dawn, with two trusted men. they will lead you point on the coast where a small vessel will be wait. ing to take you to Mecca. dangerous. di man. ']"
T_19,32,ROI_503.png,461645,635,727,0.169,[],['NONE'],[0.93],1,[],{0: 'NaN'},['Here we are But stay while I make sure that the boat has arrived. ']
T_19,32,ROI_504.png,201344,572,352,0.0,[],['NONE'],[],0,[],{},[]
T_19,32,ROI_505.png,452816,622,728,0.164,['haddock'],[0.838],[0.888],1,['1'],{0: 'haddock'},"[""ah so going to board. it's a dhow. beg your pardon a sambuk. ""]"
T_19,32,ROI_506.png,201916,572,353,0.249,[],['NONE'],[0.708],1,[],{0: 'NaN'},"[""He's signalling to us. we can go ""]"
T_19,32,ROI_507.png,327660,645,508,0.17,['haddock'],[0.94],[0.757],1,['1'],{0: 'haddock'},"['look, they have just put a boat. ']"
T_19,32,ROI_508.png,609414,1202,507,0.0,[],['NONE'],[],0,[],{},[]
T_19,33,ROI_510.png,353296,568,622,0.201,[],['NONE'],"[0.878, 0.796]",2,[],"{0: 'NaN', 1: 'NaN'}","['By the board of the Prophet, some- thing suspicious is going on over there. ', 'halt. ']"
T_19,33,ROI_511.png,440289,709,621,0.106,[],['NONE'],[0.94],1,[],{0: 'NaN'},['By Allah! on a patrol ']
T_19,33,ROI_512.png,345276,556,621,0.0,[],['NONE'],[],0,[],{},[]
T_19,33,ROI_513.png,341952,548,624,0.249,['haddock'],[0.958],[0.98],1,['1'],{0: 'haddock'},"['Ha""\'ha! ha! Soldiers? Them? don\'t they bolted ']"
T_19,33,ROI_514.png,489969,789,621,0.029,[],['NONE'],[0.743],1,[],{0: 'NaN'},['Hai hai ']
T_19,33,ROI_515.png,310236,502,618,0.359,"['haddock', 'tintin']","[0.969, 0.912]",[0.962],1,['1'],{0: 'haddock'},"[""Ha'has had was thinking of those twopenny-half. penny coastguards gallop- ing headlong anyone'd they were trying to break the sound barrier ""]"
T_19,33,ROI_516.png,431376,688,627,0.322,"['haddock', 'tintin']","[0.968, 0.928]","[0.949, 0.857]",2,"['1', '2']","{0: 'haddock', 1: 'tintin'}","[""what a pessimist you are! What are you afraid of? that they. 'll send a squadron of battleships after us? "", ""Unfortunately they'll made a report. ""]"
T_19,33,ROI_517.png,146286,602,243,0.326,"['haddock', 'tintin']","[0.956, 0.929]","[0.913, 0.682]",2,['2'],"{0: 'NaN', 1: 'tintin'}","['but what? ', 'Not that, certainly, but ']"
T_19,33,ROI_518.png,340308,548,621,0.088,"['tintin', 'haddock']","[0.915, 0.899]",[0.773],1,['1'],{0: 'haddock'},['Thundering typhoons! Mosquitoes! ']
T_19,33,ROI_519.png,218889,603,363,0.221,"['tintin', 'haddock']","[0.933, 0.925]",[0.681],1,['1'],{0: 'tintin'},"[""Over there, Captain! That's just what feared! ""]"
T_19,33,ROI_520.png,484220,781,620,0.0,[],['NONE'],[],0,[],{},[]
T_19,33,ROI_521.png,670680,1080,621,0.08,[],['NONE'],[0.884],1,[],{0: 'NaN'},"[""they. 're coming back!. This is going to be hot! Everybody down! ""]"
T_19,34,ROI_523.png,562910,905,622,0.0,[],['NONE'],[],0,[],{},[]
T_19,34,ROI_524.png,288454,466,619,0.0,['haddock'],[0.941],[],0,[],{},[]
